Branch,Route,Location,Place,Telemetry Device ID,Asset ID,Asset Type,Asset Class,Selection,Group,Item,Item Code,Current Level,Par,Depletion Limit,Capacity,Price,Desired Price,Has Price Mismatch,Avg Weekly Vends,Days Since Last Sale,Has Pending Planogram Change,Column Number,Quantity
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Snacks,176404,5442,Snack (Crane 15x/16x),Snack,D1,,Twix,254008,5,5,2,17,$2.00,$2.50,Yes,0.4067,29.76,No,1,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Snacks,176404,5442,Snack (Crane 15x/16x),Snack,D2,,Coffee Crisp,251004,5,5,2,17,$2.00,$2.50,Yes,0.4732,47.05,No,2,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Snacks,176404,5442,Snack (Crane 15x/16x),Snack,D3,,Twix,254008,4,5,2,17,$2.00,$2.50,Yes,0.6265,1.69,No,3,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Snacks,176404,5442,Snack (Crane 15x/16x),Snack,D4,,Mars,254001,4,5,2,20,$2.00,$2.50,Yes,0.1869,34.68,No,4,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Snacks,176404,5442,Snack (Crane 15x/16x),Snack,D5,,Snickers,254006,0,5,2,20,$2.25,$2.50,Yes,0.7154,1.69,No,5,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Snacks,176404,5442,Snack (Crane 15x/16x),Snack,D6,,Halls Honey Lemon,362004,4,5,2,38,$2.00,$2.25,Yes,0.1736,1.86,No,6,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Snacks,176404,5442,Snack (Crane 15x/16x),Snack,D7,,Halls Honey Lemon,362004,5,5,2,38,$2.00,$2.25,Yes,0.0532,71.97,No,7,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Snacks,176404,5442,Snack (Crane 15x/16x),Snack,E0,,Reese s Peanut Butter Cups,252007,5,5,2,17,$2.00,$2.50,Yes,0.413,33.83,No,0,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Snacks,176404,5442,Snack (Crane 15x/16x),Snack,E1,,Aero,251001,5,5,2,17,$2.00,$2.50,Yes,0.3801,42.81,No,1,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Snacks,176404,5442,Snack (Crane 15x/16x),Snack,E2,,Skittles Tropical,354011,5,5,2,17,$2.50,$2.75,Yes,0.3731,42.81,No,2,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Snacks,176404,5442,Snack (Crane 15x/16x),Snack,E3,,M+M Peanuts,254005,0,5,2,17,$2.00,$2.50,Yes,0.9135,8.81,No,3,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Snacks,176404,5442,Snack (Crane 15x/16x),Snack,E4,,Hershey Almond,252008,3,5,2,20,$2.00,$2.50,Yes,0.5383,5.93,No,4,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Snacks,176404,5442,Snack (Crane 15x/16x),Snack,E5,,FL Munchies Honey Roast Peanuts,153110,1,5,2,20,$2.00,$2.25,Yes,0.7798,6.61,No,5,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Snacks,176404,5442,Snack (Crane 15x/16x),Snack,E6,,FL Munchies Honey Roast Peanuts,153110,5,5,2,20,$2.00,$2.25,Yes,0.4788,33.83,No,6,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Snacks,176404,5442,Snack (Crane 15x/16x),Snack,E7,,Excel Multipac 27 s,455001,4,5,2,15,$2.00,$2.25,Yes,0.3402,2.71,No,7,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Snacks,176404,5442,Snack (Crane 15x/16x),Snack,F0,,Huer Sour Neon Worms,507201,2,5,2,9,$2.50,$3.00,Yes,0.553,19.83,No,0,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Snacks,176404,5442,Snack (Crane 15x/16x),Snack,F2,,Huer Gummy Sour Suckers,880336,3,5,2,9,$2.50,$3.00,Yes,0.6398,2.71,No,2,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Snacks,176404,5442,Snack (Crane 15x/16x),Snack,F4,,Big Daddy Chocolate Chunk Cookies,880326,0,4,2,9,$2.00,$2.50,Yes,0.8981,8.81,No,4,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Snacks,176404,5442,Snack (Crane 15x/16x),Snack,F6,,Huer Cola Bottles,880337,2,4,2,9,$2.50,$3.00,Yes,0.3269,28.81,No,6,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,A1,A,PC Aquafina 591ml Bottle,109104,17,24,8,24,$2.75,$2.75,No,23.7069,1.52,No,1,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,A2,A,PC Aquafina 591ml Bottle,109104,0,0,,0,$2.75,$2.75,No,,,No,2,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,A3,A,PC Aquafina 591ml Bottle,109104,0,0,,0,$2.75,$2.75,No,,,No,3,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,A4,A,PC Aquafina 591ml Bottle,109104,0,0,,0,$2.75,$2.75,No,,,No,4,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,A5,P,PC Evian 500ml,880358,10,12,2,16,$3.50,$3.50,No,6.6731,0.53,No,5,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,A6,P,PC Evian 500ml,880358,0,0,,0,$3.50,$3.50,No,,,No,6,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,A7,,PC Bubly Lime 473ml Can,880355,0,0,,0,$2.75,$2.75,No,,112.49,No,7,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,A8,,PC Bubly Cherry 473ml Can,880356,13,16,4,16,$2.75,$2.75,No,4.8601,0.19,No,8,1
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,A9,,PC Bubly Blackberry 473ml Can,880357,0,0,,0,$2.75,$2.75,No,0.9933,14.52,No,9,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,B1,,PC Dole Orange Juice 450ml Bottle,109114,6,8,2,8,$3.50,$3.50,No,3.0464,7.86,No,1,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,B2,,PC Dole Apple Juice 450ml Bottle,109113,6,8,1,8,$3.50,$3.50,No,5.6602,0.53,No,2,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,B3,,PC Pure Leaf SWL Iced Tea 547ml Bottle,101044,7,8,1,8,$3.75,$3.75,No,4.1468,0.53,No,3,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,B4,,PC Pure Leaf Raspberry Iced Tea 547ml Bottle,101055,7,8,1,8,$3.75,$3.75,No,5.5601,0.53,No,4,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,B5,,PC Pure Leaf Honey Green Tea 547ml Bottle,101056,6,8,1,8,$3.75,$3.75,No,3.2802,0.53,No,5,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,B6,D,PC Gatorade Cool Blue 591ml Bottle,109111,6,16,2,16,$3.75,$3.75,No,14.833,0.53,No,6,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,B7,D,PC Gatorade Cool Blue 591ml Bottle,109111,0,0,,0,$3.75,$3.75,No,,"1,701.52",No,7,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,B8,E,PC Gatorade Zero Lemon Lime 591ml Bottle,880312,5,16,2,16,$3.75,$3.75,No,7.42,0.19,No,8,1
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,B9,E,PC Gatorade Zero Lemon Lime 591ml Bottle,880312,0,0,,0,$3.75,$3.75,No,,,No,9,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,C1,F,PC Pepsi Cola 591ml Bottle,107101,26,48,6,48,$3.00,$3.00,No,32.2399,0.19,No,1,3
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,C2,F,PC Pepsi Cola 591ml Bottle,107101,0,0,,0,$3.00,$3.00,No,,,No,2,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,C3,F,PC Pepsi Cola 591ml Bottle,107101,0,0,,0,$3.00,$3.00,No,,,No,3,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,C4,F,PC Pepsi Cola 591ml Bottle,107101,0,0,,0,$3.00,$3.00,No,,"1,702.52",No,4,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,C5,F,PC Pepsi Cola 591ml Bottle,107101,0,0,,0,$3.00,$3.00,No,,,No,5,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,C6,F,PC Pepsi Cola 591ml Bottle,107101,0,0,,0,$3.00,$3.00,No,,,No,6,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,C7,L,PC Diet Pepsi 591ml Bottle,107105,9,24,4,24,$3.00,$3.00,No,25.5801,0.19,No,7,3
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,C8,L,PC Diet Pepsi 591ml Bottle,107105,0,0,,0,$3.00,$3.00,No,,,No,8,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,C9,L,PC Diet Pepsi 591ml Bottle,107105,0,0,,0,$3.00,$3.00,No,,,No,9,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,D1,G,PC Schweppes Ginger Ale 591ml Bottle,107126,21,24,4,24,$3.00,$3.00,No,5.8667,0.19,No,1,1
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,D2,G,PC Schweppes Ginger Ale 591ml Bottle,107126,0,0,,0,$3.00,$3.00,No,,,No,2,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,D3,G,PC Schweppes Ginger Ale 591ml Bottle,107126,0,0,,0,$3.00,$3.00,No,,"1,701.52",No,3,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,D4,H,PC Lipton Brisk 591ml Bottle,107118,17,24,4,24,$3.00,$3.00,No,9.387,0.19,No,4,1
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,D5,H,PC Lipton Brisk 591ml Bottle,107118,0,0,,0,$3.00,$3.00,No,,"1,701.52",No,5,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,D6,H,PC Lipton Brisk 591ml Bottle,107118,0,0,,0,$3.00,$3.00,No,,,No,6,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,D7,I,PC Dr Pepper 591ml Bottle,107117,17,24,4,24,$3.00,$3.00,No,8.1067,1.52,No,7,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,D8,I,PC Dr Pepper 591ml Bottle,107117,0,0,,0,$3.00,$3.00,No,,,No,8,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,D9,I,PC Dr Pepper 591ml Bottle,107117,0,0,,0,$3.00,$3.00,No,,,No,9,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,E1,J,PC Orange Crush 591ml Bottle,107124,20,24,2,24,$3.00,$3.00,No,7.28,0.53,No,1,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,E2,J,PC Orange Crush 591ml Bottle,107124,0,0,,0,$3.00,$3.00,No,,"1,701.52",No,2,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,E3,J,PC Orange Crush 591ml Bottle,107124,0,0,,0,$3.00,$3.00,No,,"1,701.86",No,3,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,E4,,PC RockStar Energy 473ml Can,101024,6,8,1,8,$4.75,$4.75,No,1.5932,2.53,No,4,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,E5,,PC Rockstar Innovation 473ml Can,880342,5,8,1,8,$4.75,$4.75,No,1.7668,1.86,No,5,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,E6,,PC RockStar Punched 473 ml Can,107173,3,8,1,8,$4.75,$4.75,No,4.0999,0.19,No,6,1
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,E7,,PC Starbucks Double Shot Mocha 444ml Can,86015,6,8,1,8,$5.00,$5.00,No,6.5331,0.95,No,7,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,E8,K,PC Starbuck s Frappuccino Mocha 405ml Bottle,86005,13,16,2,16,$5.00,$5.00,No,3.087,4.53,No,8,0
Quality Vending and Coffee Service,Route 07,HSC GIFTSHOP - 51071,Pepsi,C013317030156,5514,Bev (DN),Bev,E9,K,PC Starbuck s Frappuccino Mocha 405ml Bottle,86005,0,0,,0,$5.00,$5.00,No,,"1,720.53",No,9,0
Quality Vending and Coffee Service,Route 05,MPIC (Pembina) - 50603,Snack,C012017522628,2626,Snack (Crane),Snack,A0,,CB Sea Salt and Vinegar,853036,6,5,2,9,$1.75,$1.75,No,0.1197,1.85,No,0,0
Quality Vending and Coffee Service,Route 05,MPIC (Pembina) - 50603,Snack,C012017522628,2626,Snack (Crane),Snack,A2,,CB Sea Salt and Cracked Pepper,853040,0,4,2,9,$1.75,$1.75,No,0.5222,21.86,No,2,0
Quality Vending and Coffee Service,Route 05,MPIC (Pembina) - 50603,Snack,C012017522628,2626,Snack (Crane),Snack,A4,,CB Smokin BBQ,8530341,5,5,2,9,$1.75,$1.75,No,,103.48,No,4,0
Quality Vending and Coffee Service,Route 05,MPIC (Pembina) - 50603,Snack,C012017522628,2626,Snack (Crane),Snack,A6,,FL Baked Lays Original,880524,5,7,2,9,$1.75,$1.75,No,0.5012,8.53,No,6,0
Quality Vending and Coffee Service,Route 05,MPIC (Pembina) - 50603,Snack,C012017522628,2626,Snack (Crane),Snack,B0,,FL Big Grab Lays Classic Chips,206014,5,7,2,9,$2.25,$2.25,No,0.3997,33.49,No,0,0
Quality Vending and Coffee Service,Route 05,MPIC (Pembina) - 50603,Snack,C012017522628,2626,Snack (Crane),Snack,B2,,FL Big Grab Ruffles All Dressed chips,206019,3,7,2,9,$2.25,$2.25,No,0.6132,0.53,No,2,0
Quality Vending and Coffee Service,Route 05,MPIC (Pembina) - 50603,Snack,C012017522628,2626,Snack (Crane),Snack,B4,,FL Big Grab Miss Vicki s Salt & Vinegar Chips,853056,7,7,2,9,$2.25,$2.25,No,0.3598,33.82,No,4,0
Quality Vending and Coffee Service,Route 05,MPIC (Pembina) - 50603,Snack,C012017522628,2626,Snack (Crane),Snack,B6,,FL Big Grab Smartfood White Cheddar Popcorn,206020,3,7,2,9,$2.25,$2.25,No,0.8666,8.53,No,6,0
Quality Vending and Coffee Service,Route 05,MPIC (Pembina) - 50603,Snack,C012017522628,2626,Snack (Crane),Snack,C0,,OD Big Bag Jalapeno & Cheddar Chips,15410,7,7,2,9,$2.25,$2.25,No,0.3535,22.53,No,0,0
Quality Vending and Coffee Service,Route 05,MPIC (Pembina) - 50603,Snack,C012017522628,2626,Snack (Crane),Snack,C2,,OD Big Bag Arriba Nacho Tortilla Chips,154013,3,7,2,9,$2.25,$2.25,No,1.0535,9.53,No,2,0
Quality Vending and Coffee Service,Route 05,MPIC (Pembina) - 50603,Snack,C012017522628,2626,Snack (Crane),Snack,C4,,OD Big Bag Arriba Zesty Tortilla Chips,154014,3,7,2,9,$2.25,$2.25,No,1.4532,1.53,No,4,0
Quality Vending and Coffee Service,Route 05,MPIC (Pembina) - 50603,Snack,C012017522628,2626,Snack (Crane),Snack,C6,,FL Big Grab Sun Chips Harvest Cheddar,206022,4,7,2,9,$2.25,$2.25,No,0.84,6.86,No,6,0
Quality Vending and Coffee Service,Route 05,MPIC (Pembina) - 50603,Snack,C012017522628,2626,Snack (Crane),Snack,D0,,FL Big Grab Hickory Sticks,152039,5,7,2,9,$2.25,$2.25,No,0.0665,69.81,No,0,0
Quality Vending and Coffee Service,Route 05,MPIC (Pembina) - 50603,Snack,C012017522628,2626,Snack (Crane),Snack,D2,,OD Big Bag Crunchy s Nacho Cheese,154009,4,7,2,9,$2.25,$2.25,No,0.3535,1.53,No,2,0
Quality Vending and Coffee Service,Route 05,MPIC (Pembina) - 50603,Snack,C012017522628,2626,Snack (Crane),Snack,D4,,FL Miss Vickies Jalapeno Chips,53044,4,5,2,9,$1.75,$1.75,No,0.2002,41.49,No,4,0
Quality Vending and Coffee Service,Route 05,MPIC (Pembina) - 50603,Snack,C012017522628,2626,Snack (Crane),Snack,D6,,FL Sun Chips French Onion,211059,7,5,2,9,$1.75,$1.75,No,0.3598,2.86,No,6,0
Quality Vending and Coffee Service,Route 05,MPIC (Pembina) - 50603,Snack,C012017522628,2626,Snack (Crane),Snack,E0,,Kind Bar Assorted 18 s,251016,5,8,2,20,$3.25,$3.25,No,1.3447,9.53,No,0,0
Quality Vending and Coffee Service,Route 05,MPIC (Pembina) - 50603,Snack,C012017522628,2626,Snack (Crane),Snack,E1,,Fibre 1 Bar,573116,2,9,2,20,$1.75,$1.75,No,0.5999,1.85,No,1,0
Quality Vending and Coffee Service,Route 05,MPIC (Pembina) - 50603,Snack,C012017522628,2626,Snack (Crane),Snack,E2,,OH Henry,252001,2,6,2,15,$2.25,$2.25,No,0.9401,0.53,No,2,0
Quality Vending and Coffee Service,Route 05,MPIC (Pembina) - 50603,Snack,C012017522628,2626,Snack (Crane),Snack,E3,,Kit Kat,251010,1,7,2,20,$2.25,$2.25,No,0.5999,9.53,No,3,0
Quality Vending and Coffee Service,Route 05,MPIC (Pembina) - 50603,Snack,C012017522628,2626,Snack (Crane),Snack,E4,,Snickers,254006,6,7,2,17,$2.25,$2.25,No,0.0532,71.48,No,4,0
Quality Vending and Coffee Service,Route 05,MPIC (Pembina) - 50603,Snack,C012017522628,2626,Snack (Crane),Snack,E5,,M+M Peanuts,254005,4,7,2,15,$2.25,$2.25,No,0.427,1.53,No,5,0
Quality Vending and Coffee Service,Route 05,MPIC (Pembina) - 50603,Snack,C012017522628,2626,Snack (Crane),Snack,E6,,FL Munchies Honey Roast Peanuts,153110,6,7,2,17,$2.00,$2.00,No,0.1134,56.78,No,6,0
Quality Vending and Coffee Service,Route 05,MPIC (Pembina) - 50603,Snack,C012017522628,2626,Snack (Crane),Snack,E7,,FL Munchies BBQ Peanuts,153111,0,6,2,17,$2.25,$2.25,No,,692.53,No,7,0
Quality Vending and Coffee Service,Route 05,MPIC (Pembina) - 50603,Snack,C012017522628,2626,Snack (Crane),Snack,F0,,Huer Sour Neon Worms,507201,5,6,2,20,$2.50,$2.50,No,0.2611,23.86,No,0,0
Quality Vending and Coffee Service,Route 05,MPIC (Pembina) - 50603,Snack,C012017522628,2626,Snack (Crane),Snack,F2,,Jack Link s Original Beef Jerky 35gr,620057,5,6,2,11,$4.00,$4.00,No,0.1197,0.86,No,2,0
Quality Vending and Coffee Service,Route 05,MPIC (Pembina) - 50603,Snack,C012017522628,2626,Snack (Crane),Snack,F4,,Big Daddy Chocolate Chunk Cookies,880326,0,4,2,11,$2.25,$2.25,No,0.483,27.48,No,4,0
Quality Vending and Coffee Service,Route 05,MPIC (Pembina) - 50603,Snack,C012017522628,2626,Snack (Crane),Snack,F6,,Huer Sour Brats,880465,4,5,2,11,$2.50,$2.50,No,0.3976,7.53,No,6,0
Quality Vending and Coffee Service,Route 03,Miller Waste Systems - 50524,Pepsi,C012617030144,5513,Bev (Vendo),Bev,1,,PC Pepsi Cola 591ml Bottle,107101,17,32,12,56,$2.00,$2.50,Yes,3.8465,1.86,No,1,0
Quality Vending and Coffee Service,Route 03,Miller Waste Systems - 50524,Pepsi,C012617030144,5513,Bev (Vendo),Bev,11,,PC Aquafina 591ml Bottle,109104,20,24,6,28,$2.00,$2.50,Yes,0.8197,0.53,No,11,0
Quality Vending and Coffee Service,Route 03,Miller Waste Systems - 50524,Pepsi,C012617030144,5513,Bev (Vendo),Bev,3,,PC Pepsi Cola 355ml Can,102001,11,24,6,28,$1.25,$1.50,Yes,1.1536,1.52,No,3,0
Quality Vending and Coffee Service,Route 03,Miller Waste Systems - 50524,Pepsi,C012617030144,5513,Bev (Vendo),Bev,4,,PC Dr Pepper 591ml Bottle,107117,10,18,6,28,$2.00,$2.50,Yes,0.6531,7.53,No,4,0
Quality Vending and Coffee Service,Route 03,Miller Waste Systems - 50524,Pepsi,C012617030144,5513,Bev (Vendo),Bev,5,,PC Lipton Brisk 591ml Bottle,107118,12,18,6,28,$2.00,$2.50,Yes,1.4665,8.53,No,5,0
Quality Vending and Coffee Service,Route 03,Miller Waste Systems - 50524,Pepsi,C012617030144,5513,Bev (Vendo),Bev,6,,PC Mug Root Beer 591ml Bottle,107116,14,18,6,28,$2.00,$2.50,Yes,0.4669,37.49,No,6,0
Quality Vending and Coffee Service,Route 03,Miller Waste Systems - 50524,Pepsi,C012617030144,5513,Bev (Vendo),Bev,7,,PC Mountain Dew 591ml Bottle,102024,14,24,6,28,$2.00,$2.50,Yes,1.96,0.53,No,7,0
Quality Vending and Coffee Service,Route 03,Miller Waste Systems - 50524,Pepsi,C012617030144,5513,Bev (Vendo),Bev,8,,PC Schweppes Ginger Ale 591ml Bottle,107126,13,18,6,28,$2.00,$2.50,Yes,0.4669,12.87,No,8,0
Quality Vending and Coffee Service,Route 03,Miller Waste Systems - 50524,Pepsi,C012617030144,5513,Bev (Vendo),Bev,9,,PC RockStar Energy 473ml Can,101024,12,12,6,30,$3.75,$4.00,Yes,0.1736,35.49,No,9,0
Quality Vending and Coffee Service,Route 13,CBI Home Health (MB) LP,Pepsi,C014217030191,5538,Bev (Vendo),Bev,1,,PC Pepsi Cola 355ml Can,102001,2,12,6,96,$1.50,$1.50,No,0.5397,45.48,No,1,0
Quality Vending and Coffee Service,Route 13,CBI Home Health (MB) LP,Pepsi,C014217030191,5538,Bev (Vendo),Bev,2,,PC Diet Pepsi 355ml Can,102002,2,12,6,48,$1.50,$1.50,No,0.4403,32.82,No,2,0
Quality Vending and Coffee Service,Route 13,CBI Home Health (MB) LP,Pepsi,C014217030191,5538,Bev (Vendo),Bev,3,,PC Dr Pepper 355ml Can,102008,2,12,6,48,$1.50,$1.50,No,0.9093,45.48,No,3,0
Quality Vending and Coffee Service,Route 13,CBI Home Health (MB) LP,Pepsi,C014217030191,5538,Bev (Vendo),Bev,4,,PC Lipton Brisk 355ml Can,103001,1,12,6,48,$1.50,$1.50,No,0.98,3.53,No,4,0
Quality Vending and Coffee Service,Route 13,CBI Home Health (MB) LP,Pepsi,C014217030191,5538,Bev (Vendo),Bev,5,,PC Dole Apple Juice 340ml Can,105102,7,12,6,48,$1.75,$1.75,No,0.3066,3.53,No,5,0
Quality Vending and Coffee Service,Route 13,CBI Home Health (MB) LP,Pepsi,C014217030191,5538,Bev (Vendo),Bev,6,,PC Aquafina 591ml Bottle,109104,14,12,6,48,$2.00,$2.25,Yes,0.7336,3.86,No,6,0
Quality Vending and Coffee Service,Route 13,CBI Home Health (MB) LP,Snack,C013017030244,4939,M-168-D,Snack,A0,,FL Big Grab Hickory Sticks,152039,0,3,2,9,$2.25,$2.25,No,0.3472,32.49,No,0,0
Quality Vending and Coffee Service,Route 13,CBI Home Health (MB) LP,Snack,C013017030244,4939,M-168-D,Snack,A2,,OD Big Bag Crunchy s Nacho Cheese,154009,0,3,2,9,$2.25,$2.25,No,0.3472,21.53,No,2,0
Quality Vending and Coffee Service,Route 13,CBI Home Health (MB) LP,Snack,C013017030244,4939,M-168-D,Snack,A4,,OD Sour Cream+Onion Chips,152005,0,3,2,9,$1.75,$1.75,No,0.2065,49.47,No,4,0
Quality Vending and Coffee Service,Route 13,CBI Home Health (MB) LP,Snack,C013017030244,4939,M-168-D,Snack,A6,,OD Popcorn Twists,153105,0,3,2,9,$1.75,$1.75,No,0.2534,31.48,No,6,0
Quality Vending and Coffee Service,Route 13,CBI Home Health (MB) LP,Snack,C013017030244,4939,M-168-D,Snack,B0,,FL Big Grab Lays Classic Chips,206014,0,3,2,9,$2.25,$2.25,No,0.147,49.47,No,0,0
Quality Vending and Coffee Service,Route 13,CBI Home Health (MB) LP,Snack,C013017030244,4939,M-168-D,Snack,B2,,OD Big Bag Salt & Vinegar Chips,154025,0,3,2,9,$2.25,$2.25,No,0.3381,32.49,No,2,0
Quality Vending and Coffee Service,Route 13,CBI Home Health (MB) LP,Snack,C013017030244,4939,M-168-D,Snack,B4,,FL Big Grab Lays BBQ Chips,206016,1,3,2,9,$2.25,$2.25,No,0.7322,4.85,No,4,0
Quality Vending and Coffee Service,Route 13,CBI Home Health (MB) LP,Snack,C013017030244,4939,M-168-D,Snack,B6,,FL Big Grab Smartfood White Cheddar Popcorn,206020,0,3,2,9,$2.25,$2.25,No,0.2198,49.47,No,6,0
